date,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y
2024-07-01,0.04799989962478286,0.044975260151441813,0.04261797696286516,0.04090816746894765,0.03980055681332713,0.03915950368776372,0.038853934198721025,0.03877699024104879,0.038847054208331164,0.039003888555565885
2024-07-02,0.04788620733839199,0.044851811296084024,0.04246101217463044,0.0407439859911925,0.039637038482312655,0.03898777857363708,0.038663578787754456,0.038563585256982086,0.03861291788665784,0.03875596034552565
2024-07-03,0.047694136941615686,0.04450690286357859,0.04197524960069687,0.04019605608984666,0.03906054890616789,0.03838252441179133,0.03802347343561366,0.0378872099634274,0.03790449166587671,0.03802281796022842
2024-07-04,0.04760553862036594,0.04438985895989937,0.04198078956985271,0.04031623467509112,0.03925279201354588,0.03861354053624543,0.038277339578578345,0.038158155118148754,0.038190110112422085,0.0383201454816644
2024-07-05,0.04728708826726816,0.043860540632844745,0.0414182102336322,0.0397776585877543,0.038721546296893894,0.03807874241703367,0.037738736028389015,0.03762056662544614,0.03765820826547887,0.03779627085796113
2024-07-08,0.04727125127471897,0.043926172442940274,0.04143879629825963,0.03968756731256892,0.03854237830893726,0.037854142049652435,0.0374985962516648,0.03737521066338978,0.03740718671768861,0.037537270142089636
2024-07-09,0.04730893367891356,0.04407847492087481,0.041655042221513526,0.03994124567798709,0.03883556514993906,0.03818150077230432,0.03785001329326085,0.037743033780156705,0.03778692825825819,0.03792629310491504
2024-07-10,0.04731635377108021,0.043973568761912836,0.04145268473652292,0.039711010592175806,0.03861175536631872,0.03796268450246173,0.037626441461163,0.03750904436705574,0.03754261668621653,0.03767533912063589
2024-07-11,0.04692948086956797,0.04318321892368226,0.040651526614691624,0.03899457785088239,0.03796578245968965,0.03736477113981607,0.037064968698572474,0.03697899079766364,0.03704083016362821,0.03719782400249984
2024-07-12,0.04706737322080259,0.04332472737483629,0.04090870966825692,0.03934963310401636,0.0383441119172129,0.037736417182993164,0.037426183556125536,0.03733619054017093,0.03740110064543819,0.03756513693455857
2024-07-15,0.04697192705922219,0.043406084726708656,0.04096383936062359,0.0393039709346431,0.0382446160667685,0.03763206797554144,0.03734280608444966,0.03727740877451577,0.03735969698224957,0.03753258710735735
2024-07-16,0.04684279523244051,0.043105414790114364,0.04055112475559612,0.0388324062434404,0.03774493288132118,0.03710983905636313,0.03679519403502698,0.036704169650598674,0.0367646447956951,0.0369217389308502
2024-07-17,0.04711831194972933,0.043403947733464426,0.040845681320570815,0.03914009738182178,0.0380664885578654,0.037427744995576,0.03709545126266119,0.036981417161600055,0.037019348393221754,0.03715708253279582
2024-07-18,0.046848591437665135,0.04293408582005543,0.040431257452941266,0.03883317849107373,0.037846451430366065,0.03727043290301122,0.03698581716493917,0.03691063206231342,0.03698178726618439,0.03714785671319218
2024-07-19,0.04701979550867094,0.0432219221167812,0.04078155988636433,0.0392786625519132,0.03834289003676871,0.037782055921717246,0.037500736607067674,0.037429214448778406,0.03750701225223367,0.03768139221141367
2024-07-22,0.04737981801399585,0.043970090504160855,0.041583538556760426,0.0399534042855526,0.03890494434987401,0.038291546762640995,0.03799542764537274,0.037920847582998185,0.037994893621899256,0.038162435271131334
